Episode,Loss,Info
0,100.0,299
1,90.0,59
2,81.0,371
3,72.9,156
4,65.61,148
5,59.049,202
6,53.1441,44
7,47.82969,53
8,43.046721,39
9,38.7420489,179
10,34.86784401,71
11,31.381059609000005,29
12,28.2429536481,39
13,25.41865828329,163
14,22.876792454961006,81
15,20.589113209464898,25
16,18.530201888518405,30
17,16.677181699666562,21
18,15.0094635296999,21
19,13.50851717672991,23
20,12.157665459056915,21
21,10.94189891315122,21
22,9.847709021836096,21
23,8.862938119652483,21
24,7.976644307687238,21
25,7.178979876918518,21
26,6.461081889226662,19
27,5.8149737003039945,19
28,5.233476330273589,21
29,4.710128697246233,21
30,4.239115827521616,21
31,3.815204244769461,24
32,3.433683820292515,21
33,3.0903154382632607,21
34,2.781283894436939,27
35,2.503155504993245,25
36,2.252839954493922,25
37,2.027555959044534,21
38,1.8248003631400849,20
39,1.6423203268260806,21
40,1.4780882941434754,21
41,1.3302794647291307,21
42,1.1972515182562233,21
43,1.0775263664306038,19
44,0.9697737297875477,21
45,0.8727963568087915,19
46,0.7855167211279195,21
47,0.7069650490151247,23
48,0.6362685441136193,19
49,0.5726416897022517,21
50,0.5153775207320308,19
51,0.46383976865882914,25
52,0.41745579179294623,19
53,0.37571021261365445,19
54,0.3381391913522833,23
55,0.3043252722170564,21
56,0.27389274499535077,23
57,0.24650347049581,21
58,0.22185312344622332,19
59,0.19966781110160525,19
60,0.179701029991449,25
61,0.1617309269923055,21
62,0.14555783429307212,21
63,0.1310020508637706,19
64,0.11790184577739637,19
65,0.10611166119966242,21
66,0.0955004950796905,23
67,0.08595044557172571,19
68,0.0773554010145574,21
69,0.06961986091310735,19
70,0.06265787482179519,21
71,0.05639208733961709,21
72,0.0507528786056497,23
73,0.04567759074508615,27
74,0.0411098316705818,29
75,0.0369988485035293,21
76,0.033298963653180635,21
77,0.029969067287865414,19
78,0.026972160559083136,23
79,0.024274944503176243,20
80,0.02184745005286004,19
81,0.01966270504757972,21
82,0.017696434542827433,21
83,0.01592679108854611,19
84,0.01433411197969292,23
85,0.012900700781727892,21
86,0.011610630703557945,21
87,0.01044956763320215,23
88,0.009404610869879093,21
89,0.008464149782895447,19
90,0.007617734804611587,19
91,0.006855961324149007,21
92,0.006170365191735527,19
93,0.005553328672561975,25
94,0.0049979958053114615,21
95,0.00449819622477321,21
96,0.004048376602298731,19
97,0.0036435389420717,27
98,0.003279185047858846,24
99,0.0029512665430786456,21
100,0.002656139888770781,19
101,0.002390525899897966,21
102,0.0021514733099081695,21
103,0.0019363259789173526,21
104,0.0017426933810327228,25
105,0.0015684240429294505,21
106,0.0014115816386350843,23
107,0.0012704234747786813,19
108,0.0011433811273064975,19
109,0.0010290430145687424,21
110,0.0009261387131118681,19
111,0.000833524841794997,23
112,0.0007501723576126551,19
113,0.0006751551218542318,23
114,0.0006076396096688086,23
115,0.0005468756486948223,25
116,0.0004921880838253401,23
117,0.0004429692754399639,21
118,0.0003986723478988097,19
119,0.0003588051131089287,23
120,0.0003229246018037202,23
121,0.0002906321416276114,19
122,0.0002615689274705346,19
123,0.00023541203472632333,25
124,0.00021187083125084882,19
125,0.0001906837481300272,21
126,0.00017161537331844556,21
127,0.00015445383598944318,19
128,0.00013900845239334103,20
129,0.0001251076071469015,21
130,0.00011259684643505352,23
131,0.00010133716179439034,19
132,9.120344562063565e-05,21
133,8.208310106283534e-05,19
134,7.38747909565518e-05,19
135,6.648731185521228e-05,21
136,5.983858066826997e-05,25
137,5.38547226085484e-05,19
138,4.846925034485139e-05,25
139,4.362232530752408e-05,19
140,3.926009277677167e-05,19
141,3.533408349198908e-05,19
142,3.180067514563234e-05,27
143,2.8620607636753448e-05,19
144,2.5758546868814847e-05,25
145,2.318269218903879e-05,19
146,2.086442296445057e-05,21
147,1.8777980670847683e-05,21
148,1.6900182600920743e-05,23
149,1.5210164335144327e-05,21
150,1.3689147905893151e-05,23
151,1.232023311104058e-05,19
152,1.1088209802778692e-05,21
153,9.979388821079738e-06,19
154,8.981449937550678e-06,21
155,8.083304948058867e-06,21
156,7.274974450410809e-06,19
157,6.5474769996853865e-06,23
158,5.89272930540119e-06,19
159,5.303456376282156e-06,21
160,4.773110731548513e-06,19
161,4.295799655551491e-06,21
162,3.8662196857330855e-06,21
163,3.479597722844119e-06,23
164,3.131637953401878e-06,19
165,2.81847415806169e-06,19
166,2.5366267379922647e-06,19
167,2.2829640613508673e-06,19
168,2.0546676609001224e-06,21
169,1.8492008990733666e-06,19
170,1.6642808020606026e-06,23
171,1.4978527218545423e-06,19
172,1.3480674567745154e-06,22
173,1.2132607167814058e-06,23
174,1.0919346493665216e-06,21
175,9.827411844298695e-07,19
176,8.844670702501389e-07,19
177,7.960203589618686e-07,21
178,7.164183273289382e-07,19
179,6.447764917538734e-07,19
180,5.80298845420657e-07,27
181,5.222689622996768e-07,29
182,4.700420674907946e-07,23
183,4.230378607417151e-07,23
184,3.807340789308e-07,23
185,3.4266066961663455e-07,19
186,3.0839460407605657e-07,21
187,2.775551450895364e-07,21
188,2.4979962631732633e-07,19
189,2.248196580012518e-07,19
190,2.0233768793787021e-07,23
191,1.8210391772299772e-07,21
192,1.6389353163503984e-07,19
193,1.475041813137068e-07,23
194,1.32753768866678e-07,19
195,1.1947838629566832e-07,19
196,1.0753055335044337e-07,21
197,9.677749801539903e-08,21
198,8.70997496349446e-08,23
199,7.838977467145014e-08,19
