Episode,Loss,Info
96,8.096753204567264e-05,21
97,7.287077884110538e-05,19
98,6.558370095710586e-05,21
99,5.9025330861439684e-05,19
100,5.312279777536233e-05,19
101,4.781051799773728e-05,21
102,4.3029466197941346e-05,19
103,3.8726519578258234e-05,21
104,3.485386762047682e-05,21
105,3.136848085838473e-05,21
106,2.8231632772435233e-05,19
107,2.5408469495280528e-05,23
108,2.286762254577468e-05,19
109,2.0580860291108394e-05,23
110,1.8522774261953145e-05,21
111,1.667049683584665e-05,21
112,1.5003447152217575e-05,19
113,1.3503102437084635e-05,21
114,1.215279219346499e-05,19
115,1.0937512974207309e-05,19
116,9.8437616768976e-06,25
117,8.85938550920784e-06,19
118,7.973446958242647e-06,25
119,7.176102262418382e-06,19
120,6.458492036287566e-06,19
121,5.812642832614401e-06,23
122,5.231378549463983e-06,21
123,4.708240694428767e-06,19
124,4.237416624919277e-06,25
125,3.8136749624939625e-06,23
126,3.4323074662445663e-06,23
127,3.089076719531292e-06,21
128,2.780169047644776e-06,19
129,2.502152142813685e-06,21
130,2.2519369284879076e-06,21
131,2.0267432356835258e-06,19
132,1.8240689121373777e-06,24
133,1.6416620209902533e-06,21
134,1.47749581880241e-06,23
135,1.3297462368999646e-06,19
136,1.1967716131433548e-06,19
137,1.0770944518512238e-06,25
138,9.693850067105103e-07,21
139,8.724465061504816e-07,19
140,7.852018555354334e-07,19
141,7.066816700707079e-07,21
142,6.360135029748193e-07,22
143,5.724121527883597e-07,25
144,5.151709374651148e-07,23
145,4.636538437630122e-07,21
146,4.172884593423021e-07,19
147,3.7555961340807187e-07,23
148,3.38003652178287e-07,21
149,3.042032870048672e-07,23
150,2.737829583043805e-07,19
151,2.46404662451738e-07,19
152,2.2176419611774634e-07,21
153,1.9958777652817616e-07,23
154,1.796289987865407e-07,19
155,1.6166609895229556e-07,21
156,1.4549948912367938e-07,21
157,1.3094954010028914e-07,19
158,1.1785458609026023e-07,19
159,1.060691274812342e-07,21
160,9.546221479972417e-08,19
161,8.591599343077405e-08,21
162,7.73243939988788e-08,19
163,6.959195464339984e-08,20
164,6.263275920126432e-08,21
165,5.636948330334235e-08,25
166,5.0732535061825956e-08,23
167,4.565928146682552e-08,21
168,4.109335338675635e-08,21
169,3.6984018070285174e-08,19
170,3.3285616263256657e-08,19
171,2.995705461472653e-08,19
172,2.6961349153253877e-08,19
173,2.426521428233741e-08,23
174,2.183869285410367e-08,25
175,1.9654823546488842e-08,19
176,1.7689341103022116e-08,25
177,1.5920406992719904e-08,19
178,1.4328366271243453e-08,23
179,1.2895529533096806e-08,19
180,1.1605976624196046e-08,21
181,1.0445379006185362e-08,23
182,9.400840994544524e-09,21
183,8.460756983907913e-09,23
184,7.614681329926043e-09,21
185,6.853213108115597e-09,21
186,6.167891752895116e-09,21
187,5.551102688627907e-09,25
188,4.995992508582958e-09,19
189,4.496393257724662e-09,21
190,4.046754042974499e-09,21
191,3.6420786386770487e-09,21
192,3.277870863627186e-09,23
193,2.9500837328555463e-09,25
194,2.6550752707521497e-09,21
195,2.3895676548590927e-09,21
196,2.1506108005553415e-09,21
197,1.9355497204998073e-09,21
198,1.741994770654287e-09,20
199,1.567795226975477e-09,19
